location_id,client_id,date_location,duree_location,type_vehicule,type_carburant,lieu_location,kilométrage,prix_total,remise_appliquee,programme_fidelite_utilise,premiere_location
322,867,2024-06-30,22,Citadine,Essence,Gare,51.0,2549.59,False,False,False
323,1698,2024-07-25,14,Citadine,Essence,Centre-ville,228.0,539.29,False,False,False
324,1426,2024-08-19,8,Berline,Diesel,Aéroport,,584.12,False,True,True
325,3219,2024-12-03,12,Berline,Essence,Aéroport,220.0,401.19,False,False,False
326,3879,2024-07-29,19,SUV,Hybride,Gare,988.0,1474.8,False,False,False
327,3310,2024-05-26,17,Citadine,Essence,Centre-ville,235.0,542.62,False,False,False
328,2327,2024-05-17,8,Berline,Hybride,Aéroport,702.0,822.62,False,False,False
329,1452,2024-08-22,6,Citadine,Hybride,Aéroport,292.0,237.15,False,False,False
330,212,2024-03-14,11,Citadine,Diesel,Centre-ville,,1178.76,False,True,True
331,3774,2024-11-28,16,Utilitaire,Hybride,Aéroport,756.0,559.29,False,False,False
332,2412,2024-04-06,14,Berline,Essence,Gare,477.0,1484.62,False,False,False
333,3850,2024-12-16,9,Citadine,Hybride,Gare,902.0,730.19,False,False,False
334,2774,2025-02-21,16,Citadine,Diesel,Aéroport,903.0,1241.74,False,False,False
335,1725,2024-09-20,2,Berline,Diesel,Centre-ville,123.0,199.7,False,True,False
336,3202,2024-12-24,22,SUV,Diesel,Gare,252.0,1844.43,False,True,True
337,184,2024-09-11,27,Utilitaire,Essence,Gare,,1707.75,False,False,False
338,1586,2024-08-21,1,Citadine,Électrique,Aéroport,338.0,109.86,False,True,False
339,4760,2024-07-22,20,Berline,Essence,Gare,321.0,1508.12,True,False,False
340,3561,2025-02-16,14,Berline,Diesel,Centre-ville,588.0,1489.47,False,True,False
341,1935,2024-10-12,15,Utilitaire,Essence,Aéroport,840.0,1142.37,False,False,False
342,1139,2024-08-09,6,SUV,Diesel,Gare,128.0,565.68,False,False,False
343,1348,2024-08-20,5,SUV,Hybride,Centre-ville,629.0,266.18,False,False,False
344,4696,2024-11-29,4,SUV,Essence,Aéroport,416.0,173.36,False,True,True
345,4489,2024-05-02,22,SUV,Hybride,Gare,895.0,1634.27,False,True,False
346,2806,2025-02-11,19,Berline,Diesel,Aéroport,415.0,1193.88,False,False,False
347,235,2025-01-26,15,Citadine,Diesel,Gare,854.0,994.64,False,False,True
348,2599,2024-06-11,23,Citadine,Essence,Gare,843.0,1045.0,False,False,False
349,2103,2024-05-26,10,Berline,Essence,Aéroport,762.0,452.51,False,False,True
350,4768,2024-03-04,30,Citadine,Diesel,Aéroport,567.0,3033.61,False,False,False
351,2330,2024-02-29,13,SUV,Diesel,Aéroport,982.0,1113.07,False,False,False
352,1094,2024-06-05,14,Citadine,Diesel,Aéroport,444.0,1523.17,False,False,False
353,451,2024-12-18,5,SUV,Électrique,Aéroport,617.0,459.34,False,True,False
354,2888,2024-09-04,27,Utilitaire,Essence,Centre-ville,228.0,2653.33,False,False,False
355,1887,2024-10-24,3,Berline,Électrique,Gare,102.0,153.76,False,True,False
356,2989,2025-02-11,21,Citadine,Diesel,Centre-ville,119.0,710.66,False,False,False
357,4648,2024-12-24,20,Citadine,Électrique,Gare,,1668.33,False,False,False
358,1000,2024-12-10,2,Berline,Hybride,Centre-ville,978.0,87.9,True,False,False
359,1896,2024-09-15,11,Berline,Essence,Gare,376.0,672.0,False,True,False
360,3201,2024-03-20,27,Berline,Diesel,Aéroport,118.0,1410.68,False,True,False
361,3803,2024-05-24,7,Berline,Essence,Gare,565.0,223.95,False,False,False
362,2150,2024-10-07,12,Utilitaire,Diesel,Gare,486.0,1184.18,False,False,False
363,2878,2024-07-10,5,Citadine,Électrique,Gare,305.0,432.9,False,True,False
364,4773,2024-09-15,8,Berline,Essence,Aéroport,223.0,727.06,True,False,False
365,2402,2024-05-14,14,SUV,Électrique,Gare,149.0,1001.15,False,False,False
366,188,2024-08-13,19,SUV,Hybride,Gare,852.0,1713.1,False,False,True
367,1921,2024-11-03,18,Citadine,Diesel,Aéroport,271.0,1841.1,False,False,True
368,420,2024-11-29,27,Utilitaire,Électrique,Centre-ville,226.0,1617.19,False,False,False
369,3755,2024-08-21,13,SUV,Diesel,Aéroport,72.0,787.45,False,True,False
370,4529,2024-11-04,13,Berline,Électrique,Centre-ville,,514.17,False,False,False
371,2896,2024-10-27,22,SUV,Essence,Aéroport,382.0,1731.26,False,False,True
372,3489,2024-09-19,24,SUV,Essence,Centre-ville,75.0,2415.33,False,False,True
373,1386,2024-08-08,29,SUV,Électrique,Aéroport,294.0,2248.29,False,False,False
374,1723,2024-05-31,20,Berline,Essence,Centre-ville,780.0,856.12,False,False,False
375,1533,2024-03-28,9,Berline,Diesel,Gare,151.0,496.13,False,False,False
376,4110,2024-09-29,7,Utilitaire,Hybride,Centre-ville,678.0,827.53,False,False,False
377,2934,2025-01-21,22,Citadine,Hybride,Gare,544.0,2553.86,True,True,False
378,3374,2025-01-27,21,Citadine,Hybride,Gare,575.0,2478.31,False,True,False
379,3169,2024-08-25,7,Citadine,Hybride,Aéroport,135.0,777.56,True,False,False
380,2215,2024-06-05,1,Citadine,Essence,Gare,905.0,94.47,False,False,False
381,3441,2024-04-12,18,SUV,Essence,Aéroport,365.0,870.71,False,False,False
382,3680,2024-05-10,26,Citadine,Essence,Centre-ville,768.0,1887.76,False,False,False
383,3105,2024-04-09,26,Citadine,Essence,Aéroport,554.0,2621.39,False,False,False
384,2051,2024-06-11,23,Berline,Essence,Aéroport,528.0,737.74,False,True,True
385,4016,2024-11-23,14,SUV,Essence,Aéroport,831.0,486.23,False,True,False
386,1378,2024-12-16,2,SUV,Hybride,Gare,748.0,204.82,False,True,False
387,3154,2024-11-06,29,Berline,Électrique,Centre-ville,118.0,2368.46,False,False,False
388,1489,2024-05-13,12,Citadine,Hybride,Gare,322.0,1172.32,True,False,False
389,960,2024-10-12,1,Berline,Diesel,Aéroport,132.0,71.71,False,False,False
390,2107,2024-07-10,19,Citadine,Essence,Gare,775.0,913.07,False,False,False
391,4361,2024-12-23,29,Citadine,Électrique,Aéroport,601.0,1530.98,False,False,True
392,3934,2024-07-29,15,Citadine,Hybride,Gare,153.0,1241.5,False,True,False
393,4608,2024-10-06,3,Citadine,Diesel,Gare,799.0,344.96,False,False,False
394,3177,2024-06-12,26,SUV,Électrique,Aéroport,741.0,1878.39,False,False,False
395,1025,2024-12-29,29,SUV,Essence,Gare,484.0,3473.36,False,True,False
396,3867,2024-11-13,28,Berline,Essence,Gare,658.0,2974.12,False,False,True
397,1737,2024-05-10,11,Utilitaire,Essence,Aéroport,108.0,992.06,False,False,False
398,900,2025-01-29,7,Citadine,Hybride,Gare,81.0,532.42,False,False,False
399,3967,2024-04-30,29,Citadine,Essence,Centre-ville,657.0,1562.7,False,True,False
400,1773,2024-05-20,25,Citadine,Essence,Centre-ville,343.0,1134.65,False,True,True
401,4440,2024-09-24,18,SUV,Essence,Aéroport,193.0,2139.03,False,False,False
402,3886,2024-08-06,17,SUV,Électrique,Centre-ville,518.0,1419.73,False,True,True
403,2033,2024-09-26,8,Citadine,Essence,Gare,325.0,311.76,False,False,True
404,3127,2024-08-25,14,SUV,Électrique,Aéroport,431.0,639.42,False,False,True
405,2907,2025-01-21,9,SUV,Diesel,Gare,271.0,1066.92,True,False,False
406,4228,2024-09-04,29,SUV,Essence,Centre-ville,408.0,2028.29,False,False,False
407,3613,2024-04-01,12,SUV,Hybride,Aéroport,,750.51,False,False,False
408,1997,2024-07-24,19,Citadine,Essence,Aéroport,221.0,998.43,False,False,True
409,1900,2024-12-07,8,SUV,Électrique,Centre-ville,663.0,351.05,False,True,False
410,3622,2024-10-25,1,Berline,Hybride,Aéroport,202.0,58.66,False,True,False
411,1292,2024-04-27,19,Citadine,Électrique,Aéroport,597.0,1047.59,False,False,True
412,3419,2024-12-22,22,SUV,Diesel,Centre-ville,,2322.8,False,False,True
413,1001,2024-06-16,17,SUV,Essence,Centre-ville,567.0,582.08,True,False,True
414,4697,2024-09-12,28,Utilitaire,Hybride,Gare,886.0,2412.52,False,True,False
415,2050,2025-02-12,15,Utilitaire,Diesel,Aéroport,619.0,1426.1,False,False,True
416,1527,2024-07-03,11,Citadine,Essence,Aéroport,663.0,350.78,False,False,True
417,3996,2024-12-30,6,Citadine,Essence,Centre-ville,747.0,614.83,True,False,False
418,2998,2024-07-29,29,Citadine,Diesel,Aéroport,,1434.09,False,True,False
419,3471,2025-01-12,10,Berline,Essence,Centre-ville,569.0,688.83,False,False,True
420,2589,2024-07-18,15,Utilitaire,Essence,Centre-ville,310.0,765.55,False,False,False
421,4512,2024-04-30,15,Berline,Diesel,Gare,546.0,649.13,True,False,False
422,1380,2024-10-15,30,Berline,Diesel,Gare,723.0,1591.21,False,False,True
423,2293,2024-09-25,23,SUV,Hybride,Centre-ville,418.0,1491.52,False,False,True
424,3844,2024-12-03,24,Citadine,Hybride,Gare,413.0,1548.37,False,False,True
425,3873,2025-02-13,5,Citadine,Diesel,Centre-ville,536.0,561.99,False,True,True
426,2212,2024-12-27,23,Citadine,Hybride,Aéroport,139.0,805.2,False,False,True
427,1726,2024-07-28,30,SUV,Essence,Gare,76.0,3044.86,False,False,False
428,3875,2024-03-10,27,SUV,Électrique,Aéroport,,1480.89,False,False,False
429,1545,2024-10-15,26,Berline,Hybride,Aéroport,,2415.24,False,False,False
430,3483,2024-12-10,8,Berline,Électrique,Gare,174.0,413.45,False,False,False
431,1463,2024-11-15,28,Berline,Diesel,Gare,110.0,2252.26,True,False,True
432,3045,2024-05-09,15,Citadine,Hybride,Centre-ville,497.0,1509.76,False,False,False
433,3917,2024-07-14,24,Citadine,Hybride,Aéroport,601.0,1682.32,True,True,False
434,1622,2024-07-28,14,SUV,Essence,Centre-ville,961.0,421.37,False,False,False
435,2958,2024-12-28,7,SUV,Hybride,Centre-ville,439.0,650.99,False,False,False
436,2095,2024-08-19,28,Citadine,Essence,Aéroport,665.0,2597.83,False,False,False
437,4710,2024-12-25,20,SUV,Essence,Centre-ville,349.0,1727.75,True,False,False
438,4267,2024-04-26,8,SUV,Diesel,Centre-ville,695.0,613.38,True,True,False
439,4895,2024-03-30,15,Citadine,Hybride,Gare,242.0,714.68,True,False,False
440,204,2024-06-07,14,Berline,Essence,Aéroport,289.0,1218.63,False,False,False
441,1172,2024-03-13,4,Citadine,Essence,Gare,,128.81,False,True,True
442,3302,2024-08-22,15,Utilitaire,Hybride,Aéroport,480.0,823.12,False,False,True
443,3051,2025-02-11,30,Utilitaire,Essence,Aéroport,262.0,1480.11,True,False,False
444,4653,2024-04-19,10,Berline,Électrique,Centre-ville,626.0,819.41,False,False,True
445,4209,2024-07-28,28,Citadine,Diesel,Centre-ville,778.0,2690.08,False,True,False
446,2628,2024-10-30,29,Berline,Essence,Gare,628.0,3403.75,False,False,False
447,2144,2024-11-07,22,Citadine,Hybride,Gare,910.0,970.37,False,False,False
448,3597,2024-06-13,10,Citadine,Essence,Aéroport,798.0,740.47,False,False,True
449,1105,2024-10-28,5,Berline,Essence,Aéroport,826.0,247.95,False,False,False
450,4737,2024-04-10,24,Berline,Hybride,Gare,667.0,1477.33,True,True,False
451,4718,2024-03-30,22,SUV,Hybride,Gare,434.0,2278.83,False,True,True
452,1693,2025-01-28,14,SUV,Essence,Aéroport,634.0,981.93,False,True,False
453,3525,2024-12-02,3,Citadine,Diesel,Gare,668.0,321.31,True,False,True
454,2684,2025-02-19,7,SUV,Essence,Centre-ville,,335.62,False,False,True
455,4289,2024-08-15,16,SUV,Essence,Aéroport,,1195.62,False,False,False
456,3431,2024-04-12,13,Citadine,Diesel,Centre-ville,659.0,1352.87,False,True,False
457,4910,2024-12-07,18,Citadine,Essence,Aéroport,,2029.22,True,False,False
458,725,2024-06-06,27,Utilitaire,Essence,Aéroport,689.0,1346.52,True,True,True
459,1084,2025-01-18,24,Citadine,Essence,Gare,777.0,2249.21,True,True,True
460,933,2024-11-07,3,Citadine,Diesel,Centre-ville,370.0,255.59,False,False,True
461,1151,2024-07-24,12,Citadine,Hybride,Aéroport,850.0,1402.62,False,True,False
462,2243,2024-07-05,26,Citadine,Diesel,Centre-ville,395.0,1715.08,False,False,True
463,1389,2024-05-08,2,SUV,Diesel,Centre-ville,940.0,100.17,False,False,False
464,4775,2024-09-28,12,Utilitaire,Essence,Aéroport,516.0,1224.62,False,False,False
465,3438,2024-06-10,24,SUV,Essence,Aéroport,746.0,1066.93,False,False,False
466,1624,2025-01-19,20,SUV,Diesel,Gare,652.0,2166.55,False,True,False
467,3545,2024-09-26,9,Citadine,Diesel,Centre-ville,118.0,801.41,False,False,False
468,2602,2024-08-28,21,Utilitaire,Essence,Gare,937.0,1184.86,False,True,False
469,4550,2024-11-18,29,SUV,Diesel,Centre-ville,574.0,3294.41,False,False,False
470,2617,2024-12-24,21,Berline,Essence,Centre-ville,624.0,2087.77,False,False,False
471,2529,2024-12-15,17,SUV,Électrique,Aéroport,527.0,510.16,False,False,False
472,3584,2025-02-12,13,Citadine,Hybride,Aéroport,411.0,1182.52,False,True,False
473,3643,2025-01-23,7,SUV,Essence,Aéroport,902.0,323.48,False,False,False
474,1978,2024-04-04,25,Citadine,Hybride,Centre-ville,994.0,2331.05,False,False,False
475,2360,2024-05-22,4,SUV,Diesel,Centre-ville,71.0,249.34,False,True,True
476,1668,2024-06-27,4,Berline,Essence,Gare,562.0,315.04,False,False,False
477,2855,2024-12-17,23,SUV,Essence,Aéroport,422.0,1560.68,False,False,False
478,1709,2024-06-01,30,Citadine,Électrique,Gare,963.0,1197.96,False,False,False
479,2533,2024-09-02,14,Citadine,Diesel,Centre-ville,332.0,1131.31,False,False,False
480,3532,2024-12-08,13,SUV,Essence,Aéroport,937.0,627.72,False,False,True
481,295,2024-12-04,3,Utilitaire,Hybride,Aéroport,88.0,327.64,False,False,False
482,3110,2024-11-23,29,Utilitaire,Diesel,Gare,760.0,1124.29,False,False,False
483,1978,2025-02-13,24,Citadine,Diesel,Gare,315.0,1550.45,True,False,False
484,2825,2024-04-19,1,Citadine,Hybride,Centre-ville,591.0,44.35,False,False,False
485,483,2024-03-25,22,Utilitaire,Essence,Centre-ville,297.0,1643.87,False,True,False
486,4150,2024-06-02,28,SUV,Essence,Aéroport,101.0,1996.81,False,False,True
487,4900,2025-02-23,21,Berline,Diesel,Centre-ville,779.0,2353.44,False,False,False
488,1428,2024-03-28,24,Berline,Hybride,Centre-ville,607.0,1267.87,False,False,False
489,2981,2024-11-10,30,Citadine,Essence,Gare,568.0,3573.98,True,False,False
490,1845,2025-01-27,3,SUV,Essence,Gare,341.0,162.59,True,True,True
491,2829,2024-03-10,25,Citadine,Diesel,Gare,793.0,1036.45,False,False,False
492,3162,2025-02-20,3,Citadine,Hybride,Gare,938.0,252.98,False,False,False
493,2315,2025-02-25,21,SUV,Essence,Gare,270.0,1182.69,False,False,False
494,2670,2024-10-18,11,SUV,Hybride,Gare,690.0,466.5,False,False,True
495,4496,2024-03-29,18,SUV,Essence,Gare,821.0,1779.48,False,True,False
496,1101,2024-08-04,23,Berline,Diesel,Centre-ville,526.0,1255.35,False,True,False
497,4316,2024-03-26,1,Utilitaire,Essence,Aéroport,615.0,116.95,False,True,False
498,4530,2024-07-08,13,Citadine,Électrique,Aéroport,434.0,680.32,False,False,True
499,4068,2024-03-13,10,SUV,Hybride,Aéroport,553.0,345.52,False,False,True
500,2766,2024-12-08,26,SUV,Essence,Centre-ville,120.0,2678.09,False,False,False
501,2304,2024-06-20,25,Citadine,Diesel,Gare,621.0,2183.97,False,False,True
502,1240,2024-10-31,13,Citadine,Essence,Aéroport,817.0,1072.09,False,True,False
503,2716,2024-12-02,3,Citadine,Diesel,Centre-ville,682.0,164.73,False,False,False
504,2637,2024-07-10,26,Citadine,Diesel,Centre-ville,182.0,1459.67,False,False,True
505,4899,2024-07-16,7,SUV,Essence,Aéroport,491.0,285.9,False,True,True
506,1482,2024-09-17,5,Berline,Hybride,Aéroport,473.0,378.15,False,True,False
507,3767,2024-06-13,7,Utilitaire,Électrique,Aéroport,526.0,610.04,False,False,False
508,3758,2024-09-14,3,SUV,Essence,Gare,644.0,214.84,False,False,True
509,250,2024-06-17,26,Berline,Diesel,Centre-ville,79.0,2735.42,False,True,False
510,673,2024-10-20,20,Utilitaire,Essence,Aéroport,957.0,1497.03,True,False,True
511,2254,2025-01-11,23,SUV,Essence,Gare,635.0,1770.65,False,False,True
512,3510,2024-04-02,12,Citadine,Essence,Aéroport,390.0,910.17,False,False,False
513,4891,2024-12-31,17,Utilitaire,Hybride,Gare,391.0,1421.15,False,False,True
514,4815,2024-11-23,10,SUV,Essence,Aéroport,993.0,882.1,False,False,False
515,2071,2025-02-04,23,Utilitaire,Essence,Aéroport,,1137.8,False,True,False
516,365,2025-02-22,28,Citadine,Essence,Gare,766.0,2524.61,True,False,False
517,4021,2024-08-22,10,Citadine,Essence,Centre-ville,244.0,1188.73,False,False,False
518,3109,2024-11-21,16,Citadine,Électrique,Aéroport,,637.05,False,False,False
519,4561,2024-11-05,28,Citadine,Électrique,Centre-ville,445.0,2011.03,False,False,False
520,3594,2024-07-02,24,SUV,Diesel,Gare,840.0,1798.01,False,True,True
521,4665,2025-01-07,19,SUV,Diesel,Centre-ville,822.0,1087.36,False,False,False
522,559,2024-09-21,6,Citadine,Diesel,Gare,256.0,378.84,False,False,False
523,3045,2025-02-09,18,Berline,Électrique,Aéroport,976.0,1345.95,False,False,False
524,1480,2024-11-05,23,Berline,Diesel,Centre-ville,221.0,1939.13,False,True,True
525,4038,2024-06-19,13,SUV,Essence,Centre-ville,883.0,549.16,True,True,False
526,2593,2024-07-09,4,Citadine,Hybride,Aéroport,195.0,316.03,False,True,False
527,3593,2025-02-25,27,Citadine,Essence,Aéroport,335.0,1874.0,False,True,False
528,4404,2024-08-02,14,SUV,Essence,Centre-ville,128.0,868.91,True,True,False
529,360,2024-12-31,3,SUV,Essence,Aéroport,,106.62,False,False,False
530,4058,2024-08-22,28,SUV,Électrique,Centre-ville,653.0,1424.53,False,True,True
531,473,2024-04-15,7,SUV,Diesel,Aéroport,734.0,261.08,False,False,False
532,2278,2024-06-23,3,SUV,Essence,Gare,947.0,93.34,False,False,False
533,3060,2024-07-05,10,Berline,Essence,Aéroport,71.0,402.6,False,False,False
534,2429,2024-03-20,20,SUV,Hybride,Aéroport,474.0,2253.59,False,True,True
535,4155,2024-11-22,12,SUV,Essence,Gare,485.0,796.95,False,True,True
536,2645,2024-12-23,29,SUV,Diesel,Aéroport,,1044.62,False,False,False
537,3332,2024-02-27,22,Utilitaire,Diesel,Aéroport,160.0,1533.09,False,False,False
538,2928,2025-01-18,3,Utilitaire,Hybride,Centre-ville,363.0,96.0,True,True,True
539,1605,2024-06-05,27,Citadine,Essence,Gare,783.0,1311.67,True,True,False
540,3135,2024-07-08,15,Utilitaire,Électrique,Centre-ville,485.0,874.76,False,True,True
541,4710,2024-05-21,19,Citadine,Essence,Aéroport,723.0,1597.57,False,False,False
542,2002,2025-01-05,13,SUV,Essence,Centre-ville,,432.63,False,True,False
543,2616,2025-02-02,14,Citadine,Diesel,Centre-ville,373.0,1414.98,True,False,False
544,4771,2024-10-24,14,Citadine,Hybride,Aéroport,215.0,788.62,False,False,False
545,1722,2024-04-20,13,Berline,Essence,Gare,539.0,1311.98,True,False,False
546,1143,2024-04-20,3,SUV,Diesel,Gare,123.0,325.64,False,False,False
547,1733,2024-12-23,11,Citadine,Essence,Aéroport,,362.3,True,False,True
548,4072,2024-05-10,17,Utilitaire,Hybride,Centre-ville,478.0,1333.8,False,True,False
549,810,2024-05-13,4,Utilitaire,Essence,Aéroport,720.0,320.02,False,False,True
550,1646,2024-09-10,20,SUV,Essence,Gare,328.0,2164.26,False,False,False
551,2029,2024-05-27,19,Citadine,Essence,Centre-ville,123.0,768.53,False,False,True
552,404,2024-10-15,4,Citadine,Hybride,Gare,62.0,414.8,False,False,False
553,4931,2024-05-15,6,Citadine,Diesel,Gare,688.0,298.61,False,False,False
554,2999,2024-10-21,15,Utilitaire,Électrique,Gare,194.0,1501.67,False,False,True
555,912,2024-08-12,16,SUV,Essence,Centre-ville,688.0,719.96,False,True,False
556,4293,2024-10-19,19,SUV,Diesel,Gare,357.0,2154.9,False,True,False
557,2941,2024-07-02,5,Citadine,Essence,Gare,686.0,490.75,False,True,False
558,1931,2024-05-12,22,Citadine,Électrique,Aéroport,474.0,1449.66,False,False,True
559,655,2024-04-27,17,Berline,Diesel,Aéroport,934.0,1150.78,False,False,True
560,1457,2024-03-17,4,Berline,Diesel,Gare,179.0,206.37,False,False,True
561,3538,2024-12-06,27,Berline,Diesel,Gare,913.0,2971.1,False,False,False
562,1701,2025-02-18,4,Berline,Diesel,Gare,,384.69,True,False,False
563,693,2025-01-27,25,Citadine,Hybride,Centre-ville,487.0,2823.45,False,False,False
564,396,2024-10-09,25,Citadine,Diesel,Centre-ville,896.0,1808.82,False,False,False
565,1990,2024-12-19,25,Citadine,Essence,Centre-ville,758.0,1464.23,False,False,True
566,2815,2024-11-25,9,SUV,Diesel,Aéroport,729.0,812.94,False,True,True
567,2449,2024-07-06,14,SUV,Diesel,Gare,576.0,596.18,False,False,False
568,2992,2024-04-15,16,Utilitaire,Diesel,Aéroport,760.0,616.02,False,True,False
569,3493,2024-08-21,26,Citadine,Essence,Gare,246.0,812.59,True,False,True
570,4456,2024-08-31,16,Utilitaire,Diesel,Gare,147.0,1371.16,False,False,False
571,1013,2024-08-15,11,SUV,Hybride,Aéroport,188.0,1068.76,False,False,False
572,4674,2024-09-18,24,Citadine,Diesel,Aéroport,327.0,1990.73,False,False,True
573,928,2024-04-01,17,Citadine,Essence,Aéroport,210.0,890.83,False,True,True
574,3023,2024-10-08,21,Berline,Essence,Aéroport,564.0,2373.65,False,False,False
575,673,2024-08-08,20,Citadine,Essence,Centre-ville,55.0,1323.68,True,False,True
576,4470,2024-08-24,2,SUV,Essence,Gare,,207.77,False,False,False
577,4330,2025-02-22,25,Berline,Essence,Aéroport,638.0,2197.5,True,False,True
578,2880,2024-12-28,21,SUV,Essence,Centre-ville,,2111.78,False,True,True
579,3729,2024-03-10,1,Citadine,Diesel,Centre-ville,915.0,33.35,False,False,False
